element,ion,wavelength_nm,strength_percentile
Si,3,437.7630,52
Nb,1,437.7960,41
Ne,2,437.7983,57
O,2,437.8027,4
La,2,437.8100,47
Th,1,437.8177,61
Cu,1,437.8200,79
Sm,2,437.8240,82
O,2,437.8427,16
W,1,437.8484,2
S,2,437.8541,41
Kr,3,437.8680,54
Ta,1,437.8822,37
Ti,3,437.8938,54
N,3,437.9110,99
Ho,2,437.9140,35
V,1,437.9230,100
Y,1,437.9327,64
Bi,2,437.9400,29
Ne,2,437.9400,14
Xe,2,437.9440,12
Sr,1,437.9470,70
Ne,2,437.9550,92
Mn,2,437.9644,13
Ar,2,437.9667,90
Zr,2,437.9780,45
Pr,3,437.9820,43
Ar,2,437.9880,92
Cl,1,437.9900,22
Pu,2,437.9910,94
Rh,1,437.9920,56
Yb,3,438.0070,11
Mg,1,438.0375,47
Sm,1,438.0420,88
Tl,3,438.0570,10
Ga,3,438.0620,52
Ti,3,438.0734,54
Th,2,438.1402,34
Pr,3,438.1470,43
Kr,2,438.1520,75
Mo,1,438.1630,96
Mn,1,438.1700,23
Ga,3,438.1840,60
Th,2,438.1860,94
Pm,2,438.1880,52
Ce,2,438.2170,88
Er,1,438.2170,65
Tb,1,438.2450,80
Hg,2,438.2549,52
Nd,2,438.2737,13
Se,2,438.2900,22
Ca,3,438.2997,14
Eu,2,438.3170,48
La,2,438.3440,75
Fe,1,438.3545,74
Xe,1,438.3908,79
Ne,2,438.4108,57
Na,2,438.4194,47
Sm,2,438.4290,23
Cs,2,438.4442,81
Cd,2,438.4520,11
Ac,1,438.4529,92
Mg,2,438.4637,71
Cs,2,438.4655,11
Er,2,438.4700,51
V,1,438.4712,99
Sc,2,438.4808,88
Ho,2,438.4830,36
Xe,2,438.4930,59
Cr,1,438.4975,88
Ag,2,438.5052,10
Ar,2,438.5057,66
Ne,2,438.5064,75
Te,2,438.5102,44
La,2,438.5200,46
Kr,2,438.5270,61
P,2,438.5350,38
Pu,2,438.5350,94
Ru,1,438.5390,86
Tm,3,438.5410,74
Y,1,438.5474,37
Ru,1,438.5650,89
Nd,2,438.5663,82
Xe,1,438.5768,75
Sr,1,438.5820,75
Ba,3,438.5832,58
Ta,1,438.6068,56
Er,1,438.6400,73
Ac,2,438.6411,83
Cu,3,438.6420,39
Tm,1,438.6434,97
Pb,2,438.6460,87
Kr,2,438.6540,91
Ce,2,438.6840,75
Er,3,438.6860,99
V,1,438.7207,8
Na,2,438.7489,56
Cr,1,438.7495,35
Y,1,438.7738,71
Th,3,438.7837,79
Eu,1,438.7880,67
He,1,438.7930,54
Ce,2,438.8010,35
K,2,438.8160,79
Tb,1,438.8230,78
Nb,1,438.8360,37
Pm,1,438.8490,46
Pm,2,438.8760,53
Cs,2,438.8779,39
Sc,1,438.9590,38
Kr,2,438.9720,41
Cl,1,438.9750,23
La,1,438.9870,64
Ce,3,438.9970,17
V,1,438.9979,99
Na,1,439.0029,52
Cl,1,439.0400,18
Ru,1,439.0440,92
Mg,2,439.0564,78
Nd,2,439.0660,36
Sm,2,439.0860,94
Tb,1,439.0910,72
Th,2,439.1110,95
Re,1,439.1340,23
Ac,2,439.1430,6
Ge,2,439.1654,33
Ce,2,439.1660,96
Cr,1,439.1751,49
Ge,2,439.1790,25
S,2,439.1818,62
Pt,1,439.1822,21
Ne,2,439.1990,97
Gd,1,439.2060,65
V,1,439.2066,25
I,1,439.2076,13
Ir,1,439.2590,9
Nb,1,439.2690,47
Na,2,439.2814,64
Ca,3,439.3109,19
Xe,2,439.3200,93
Na,1,439.3340,56
Sm,1,439.3350,56
U,1,439.3590,55
Yb,1,439.3690,43
W,2,439.3794,12
Ti,1,439.3922,59
Pu,2,439.3930,95
Y,1,439.4007,37
Re,1,439.4380,67
Tm,1,439.4420,86
Y,1,439.4669,37
V,1,439.4802,30
Os,1,439.4860,64
Ti,1,439.4875,21
Ti,2,439.5031,94
Xe,3,439.5170,61
V,1,439.5224,98
Ne,1,439.5556,9
Xe,2,439.5770,93
Ca,3,439.5895,32
O,2,439.5942,72
Tm,1,439.5960,79
Te,2,439.5997,27
Pr,2,439.6080,65
Ag,1,439.6230,45
Na,2,439.6317,48
Tm,1,439.6495,81
Ac,1,439.6710,95
Cs,2,439.6914,53
Cu,1,439.7000,25
Os,1,439.7260,13
Sm,1,439.7340,68
Ac,2,439.7451,7
Ne,2,439.7990,92
Cs,3,439.8004,60
Y,2,439.8008,79
Ta,1,439.8449,43
Hg,2,439.8617,88
Ti,3,439.8729,22
Ce,2,439.8790,2
Ce,2,439.9200,65
Kr,2,439.9380,33
Ir,1,439.9470,35
Cs,2,439.9497,72
Ca,3,439.9594,77
Tm,1,439.9723,65
Ti,2,439.9765,53
Kr,1,439.9966,93
Ar,2,440.0096,83
Sc,2,440.0386,75
Sc,1,440.0397,64
Ho,2,440.0550,30
Ti,3,440.0570,22
V,1,440.0572,92
Nd,2,440.0828,76
Kr,2,440.0870,76
Ar,2,440.0986,99
Sm,1,440.1170,78
Ho,2,440.1240,25
Na,2,440.1410,21
Ni,1,440.1550,52
Gd,1,440.1860,95
Ac,1,440.2110,70
Ta,1,440.2498,59
Ba,1,440.2539,84
La,1,440.2650,58
Os,1,440.2740,14
S,2,440.2841,42
Th,1,440.2927,50
Cl,1,440.3030,19
Sm,2,440.3060,79
Gd,1,440.3140,82
Er,2,440.3170,21
Ho,1,440.3270,70
Sm,2,440.3360,43
Cr,1,440.3494,16
Pr,2,440.3600,48
Ir,1,440.3780,19
Cs,3,440.3863,86
Be,2,440.4010,29
Ti,1,440.4275,49
Kr,2,440.4330,50
Ti,1,440.4389,52
Pr,3,440.4710,57
S,2,440.4730,32
Fe,1,440.4750,93
Hg,2,440.4854,2
Ti,1,440.4897,27
Pu,1,440.4900,56
Na,2,440.5113,56
Pr,2,440.5120,31
Cs,2,440.5256,90
Eu,2,440.5270,1
Ti,1,440.5680,12
Pr,2,440.5830,76
Si,3,440.5900,23
O,2,440.5987,5
Sr,1,440.6009,52
V,1,440.6100,13
Ti,3,440.6197,22
Ca,3,440.6291,73
Re,1,440.6400,16
V,1,440.6639,95
Th,3,440.6669,5
Gd,2,440.6670,42
Si,3,440.6720,53
Ba,1,440.6832,57
Xe,2,440.6880,76
Eu,2,440.7070,37
Zr,3,440.7387,20
V,1,440.7634,96
Be,1,440.7935,93
V,1,440.8196,98
Gd,2,440.8250,42
W,1,440.8282,3
V,1,440.8514,99
Pr,2,440.8820,97
Th,1,440.8883,77
Kr,2,440.8900,56
C,2,440.9161,58
Gd,1,440.9250,56
Ne,2,440.9299,93
Sm,2,440.9330,57
Er,1,440.9340,90
Dy,2,440.9380,72
Pm,1,440.9420,46
Y,1,440.9700,4
C,2,440.9979,86
Ru,1,441.0030,91
Nb,1,441.0210,71
Cs,3,441.0221,96
Kr,1,441.0368,83
Ce,2,441.0640,43
Ce,2,441.0760,43
Nd,2,441.1052,74
Gd,1,441.1160,82
C,2,441.1163,91
La,2,441.1210,29
S,2,441.1313,48
Sb,2,441.1420,23
C,2,441.1506,92
Mo,1,441.1565,96
Sm,1,441.1580,69
Mo,1,441.1695,97
Tm,1,441.1697,54
Mn,1,441.1880,31
Ag,2,441.2000,37
V,1,441.2137,46
Cr,1,441.2251,8
Kr,1,441.2390,48
Cd,2,441.2410,74
Pm,1,441.2470,65
Ne,2,441.2591,57
Sr,1,441.2621,27
Th,2,441.2739,55
Cd,1,441.2989,6
Zr,1,441.3040,62
Xe,3,441.3060,12
Ac,3,441.3090,31
Ne,2,441.3113,37
Ne,2,441.3215,75
C,2,441.3255,46
Ba,1,441.3661,44
Ca,3,441.3736,42
Pr,2,441.3770,76
Gd,1,441.4160,89
Ti,3,441.4489,44
Gd,1,441.4730,86
Xe,2,441.4840,84
Mn,1,441.4880,80
O,2,441.4905,100
Fe,1,441.5122,83
Cu,1,441.5540,67
Sc,2,441.5544,76
Rb,2,441.5683,7
Cd,2,441.5686,98
Ta,1,441.5741,50
Re,1,441.5820,27
Xe,2,441.6070,73
Tb,2,441.6270,39
V,1,441.6467,83
Ti,1,441.6531,18
V,1,441.6683,30
Ne,2,441.6755,37
Ne,1,441.6817,9
Kr,1,441.6884,67
Ce,2,441.6900,35
O,2,441.6974,99
Kr,2,441.7240,56
Ac,1,441.7259,35
Ti,1,441.7274,64
Hf,2,441.7350,27
Y,1,441.7431,37
Sm,2,441.7580,38
Ti,2,441.7714,62
Hf,1,441.7910,18
Pm,2,441.7960,100
Sr,1,441.8087,51
Er,1,441.8700,65
Kr,1,441.8761,83
Ce,2,441.8780,90
S,3,441.8782,58
Gd,2,441.9030,51
Pr,2,441.9040,45
La,2,441.9160,41
Sm,1,441.9330,84
Nb,1,441.9440,51
Er,2,441.9610,79
Pr,2,441.9650,50
Eu,2,441.9660,0
Mn,1,441.9780,31
Na,1,441.9885,42
V,1,441.9934,40
Tb,1,442.0190,60
F,3,442.0300,67
Ac,1,442.0420,44
Zr,1,442.0460,70
Os,1,442.0470,95
Sm,2,442.0530,92
Ho,2,442.0560,42
Au,2,442.0610,12
Sc,2,442.0661,37
P,2,442.0710,79
Ar,2,442.0912,30
Lu,1,442.0960,40
Pr,3,442.1100,57
Sm,2,442.1140,84
Pr,2,442.1220,45
Ne,2,442.1389,76
Ru,1,442.1460,30
Ne,1,442.1555,9
V,1,442.1568,83
Rb,2,442.1698,2
Ti,1,442.1752,30
Tm,1,442.2305,33
Gd,1,442.2410,95
Er,2,442.2510,24
Ne,1,442.2520,71
Y,2,442.2583,70
Kr,2,442.2720,76
Ti,1,442.2820,67
Bk,1,442.3010,63
Tb,1,442.3100,82
Ac,1,442.3150,45
Mg,3,442.3182,32
V,1,442.3206,14
Na,1,442.3246,46
Mo,1,442.3609,46
Ce,2,442.3680,2
K,2,442.3730,30
La,1,442.3900,86
Cs,2,442.4056,64
Mg,3,442.4071,32
Ca,3,442.4326,6
Sm,2,442.4340,99
Ti,3,442.4399,71
Er,1,442.4570,78
Pr,2,442.4580,46
Ne,1,442.4807,71
Br,1,442.5140,17
Kr,1,442.5190,91
Hg,2,442.5220,74
Ne,1,442.5400,51
Ca,1,442.5440,79
Cs,3,442.5675,95
V,1,442.5711,5
Ti,1,442.5824,14
Tm,1,442.5958,61
V,1,442.5998,78
Ar,2,442.6001,96
Ti,1,442.6055,56
Ir,1,442.6270,25
Tm,1,442.6330,42
Ra,1,442.6350,12
Er,1,442.6770,79
Ac,1,442.6851,30
Ce,2,442.7070,35
Ti,1,442.7098,84
As,2,442.7106,79
Zr,1,442.7240,50
Fe,1,442.7310,71
F,3,442.7350,27
La,2,442.7550,72
Ce,2,442.7920,62
Mg,2,442.7994,62
P,3,442.8171,48
Ti,3,442.8298,62
Ne,2,442.8408,37
Ce,2,442.8440,36
Ru,1,442.8460,59
V,1,442.8510,72
Ne,2,442.8520,76
Ne,2,442.8636,76
Pr,2,442.9130,94
Pr,2,442.9250,94
Ce,2,442.9270,73
Tc,1,442.9592,78
Ne,2,442.9640,58
Sm,1,442.9660,84
V,1,442.9789,64
La,2,442.9900,95
Pt,1,443.0188,82
Ar,2,443.0188,92
Yb,1,443.0210,44
Ti,1,443.0364,36
Lu,1,443.0480,67
Ag,2,443.0570,33
Gd,1,443.0630,94
Ne,2,443.0902,93
Ne,2,443.0942,93
Ar,2,443.0996,82
S,2,443.1007,53
Ca,3,443.1298,69
Sc,2,443.1362,65
Zr,1,443.1490,58
B,2,443.1500,20
As,2,443.1562,82
Kr,2,443.1685,96
Ne,2,443.1810,37
Pr,3,443.1850,57
Ba,1,443.1894,87
Cr,1,443.2166,6
Pr,2,443.2280,34
Na,1,443.2300,96
Ne,2,443.2303,38
F,3,443.2320,28
S,2,443.2372,78
Pm,2,443.2510,82
Tb,1,443.2720,57
N,2,443.2740,44
Al,2,443.2820,23
Th,2,443.2963,67
La,2,443.2980,58
Rh,1,443.3320,12
Ne,1,443.3724,25
Ar,2,443.3838,67
Sm,2,443.3880,94
Ti,3,443.3912,85
Ti,1,443.3964,32
Mg,2,443.3990,72
Ti,1,443.4017,53
Xe,3,443.4170,74
Sm,2,443.4320,95
Eu,2,443.4810,64
Mo,1,443.4948,90
Ca,1,443.4960,85
Rn,1,443.5050,77
Eu,2,443.5560,97
Ca,1,443.5690,80
Cs,2,443.5700,76
La,2,443.5850,30
Pm,1,443.5860,21
Gd,1,443.6100,59
Tb,1,443.6120,68
V,1,443.6132,77
Ra,2,443.6270,86
Os,1,443.6320,41
Mn,1,443.6350,69
Mg,2,443.6486,32
Pm,1,443.6550,32
Ti,1,443.6586,15
Mg,2,443.6598,24
Kr,2,443.6812,97
Nb,1,443.7220,60
Au,1,443.7270,79
Pt,1,443.7273,15
Y,1,443.7340,65
Tm,2,443.7400,29
He,1,443.7551,41
S,2,443.7655,22
Er,1,443.7660,55
V,1,443.7830,84
Hf,1,443.8038,33
Sr,1,443.8044,77
Na,2,443.8470,37
Cl,1,443.8490,24
Pm,1,443.8680,33
Lu,1,443.8790,26
Yb,1,443.9190,88
Ne,2,443.9253,58
Tb,1,443.9380,57
Ne,2,443.9461,58
Ar,2,443.9461,60
Ru,1,443.9760,68
S,3,443.9826,73
Ar,2,443.9879,3
Ne,2,443.9991,58
Rb,2,444.0097,69
Ti,1,444.0338,47
Cd,2,444.0450,35
Th,2,444.0574,5
Ti,3,444.0657,23
Th,2,444.0866,16
Xe,2,444.0950,50
Na,2,444.1000,26
Ta,1,444.1029,22
Ti,1,444.1266,9
Am,2,444.1360,86
Pu,2,444.1650,96
Ta,1,444.1678,28
V,1,444.1680,86
Br,1,444.1740,62
Sm,1,444.1810,89
Ac,2,444.2050,11
Mo,1,444.2202,44
Ti,3,444.2250,4
Sm,1,444.2280,80
Pt,1,444.2548,68
Na,2,444.2590,48
Ne,2,444.2686,59
Tm,1,444.2735,71
Zr,2,444.3000,18
O,2,444.3007,72
Na,2,444.3200,37
Rb,3,444.3203,15
Kr,3,444.3280,81
O,2,444.3516,5
Y,1,444.3652,71
Rb,2,444.3662,37
Kr,3,444.3720,17
Ti,2,444.3801,89
Mg,3,444.3947,45
Cs,2,444.4004,50
V,1,444.4206,84
Sm,2,444.4260,70
Ce,2,444.4390,62
Ra,1,444.4470,6
Dy,1,444.4580,66
Ho,1,444.4630,63
Ce,2,444.4700,58
Sm,1,444.5150,93
Pm,2,444.5410,87
Pt,1,444.5543,1
Mg,3,444.5577,61
Th,1,444.5901,12
Gd,3,444.5910,4
Na,2,444.5928,48
Se,2,444.6000,28
Nd,2,444.6387,78
Ne,2,444.6440,59
Sb,2,444.6480,25
F,2,444.6530,45
Ti,3,444.6559,36
Y,1,444.6623,78
Na,2,444.6695,56
F,2,444.6720,64
Th,3,444.6801,12
Pm,2,444.6900,92
N,2,444.7030,89
Nb,1,444.7180,69
F,2,444.7190,74
Os,1,444.7350,28
Na,2,444.7411,57
Tm,1,444.7585,63
Cs,3,444.7664,70
Cm,1,444.7770,74
Al,2,444.7803,81
Pr,3,444.7930,64
Tb,1,444.8040,68
Xe,2,444.8130,93
O,2,444.8186,76
Ce,3,444.8320,32
Ar,2,444.8879,75
Ti,1,444.9143,80
Ag,2,444.9190,25
Se,2,444.9200,12
Ar,3,444.9201,64
Ce,2,444.9340,81
Ru,1,444.9340,66
Dy,2,444.9700,77
Mo,1,444.9738,69
Pr,2,444.9830,89
Pr,3,445.0140,70
Ir,1,445.0180,7
Ti,2,445.0482,52
S,2,445.0712,23
Ce,2,445.0730,72
Cs,2,445.0795,4
Lu,1,445.0810,68
Ti,1,445.0894,76
Pr,3,445.1000,58
Nd,2,445.1566,94
Mn,1,445.1590,89
Sr,1,445.1804,13
Pr,2,445.1900,40
Nd,2,445.1978,25
V,1,445.2005,76
La,1,445.2150,81
Ac,2,445.2191,82
Mg,3,445.2343,33
O,2,445.2375,85
P,2,445.2460,9
Th,1,445.2565,6
Ne,2,445.2607,15
Sm,2,445.2730,90
Ne,3,445.2790,99
I,2,445.2858,26
Sm,1,445.2950,63
Mn,1,445.3000,61
Kr,2,445.3210,61
Ti,1,445.3313,74
Ti,1,445.3699,70
Kr,1,445.3917,97
Pm,2,445.3950,95
Tm,1,445.4033,79
Pr,2,445.4360,23
Kr,2,445.4370,24
Hg,2,445.4395,49
Sm,2,445.4630,89
Pr,2,445.4680,40
Na,2,445.4736,57
Ca,1,445.4780,92
K,2,445.5000,14
Mn,1,445.5010,54
Na,2,445.5224,57
Ti,1,445.5318,78
Mn,1,445.5320,61
Hg,2,445.5486,30
Dy,2,445.5600,27
La,2,445.5800,46
Mn,1,445.5820,52
Ca,1,445.5890,89
S,2,445.6388,67
Nd,2,445.6394,46
Ca,1,445.6610,60
Nb,1,445.6800,41
Mn,1,445.7040,31
Ne,2,445.7047,86
Na,2,445.7223,57
Kr,2,445.7250,56
Hf,1,445.7347,55
Ne,2,445.7351,38
Mo,1,445.7354,77
Nb,1,445.7420,41
Ti,1,445.7427,83
Zr,1,445.7430,46
V,1,445.7470,76
Mn,1,445.7550,69
Cs,2,445.7690,78
V,1,445.7753,20
Th,1,445.8002,33
Mn,1,445.8260,73
As,2,445.8469,90
Cr,1,445.8506,41
Sm,2,445.8520,85
Cr,1,445.8543,46
Ne,3,445.8763,84
Ne,3,445.8862,82
Ne,3,445.8940,77
Y,1,445.9010,42
Ni,1,445.9040,48
Hg,2,445.9053,45
Cm,1,445.9160,76
Er,2,445.9240,21
Rn,1,445.9250,79
Sm,1,445.9290,64
Na,2,445.9510,15
Cr,1,445.9734,29
V,1,445.9753,89
Pm,2,445.9970,53
Tm,1,445.9986,71
Kr,2,445.9990,16
Ru,1,446.0040,88
Ne,1,446.0175,42
Ce,2,446.0210,98
V,1,446.0291,94
Mn,1,446.0380,32
Ne,3,446.0540,94
Ar,2,446.0556,20
Pr,3,446.1020,58
As,2,446.1075,25
Mn,1,446.1080,60
Ce,2,446.1140,59
Ac,1,446.1160,29
Hf,1,446.1181,33
C,1,446.1300,37
C,1,446.1500,37
Th,1,446.1528,10
Fe,1,446.1653,62
Pr,3,446.1810,71
Mn,1,446.2020,84
Ti,1,446.2088,12
Xe,2,446.2190,98
V,1,446.2357,76
Ni,1,446.2460,22
Ti,3,446.2558,23
Ac,1,446.2730,97
Rb,2,446.2912,7
Nd,2,446.2985,83
P,2,446.3000,30
Sr,1,446.3301,77
Ti,1,446.3380,33
Mg,3,446.3404,83
Ce,2,446.3410,54
Ti,1,446.3533,34
S,2,446.3579,88
P,3,446.3668,52
Kr,1,446.3690,98
Hg,2,446.3878,62
C,1,446.3886,51
S,2,446.4430,83
C,1,446.4448,37
Ti,2,446.4449,14
C,1,446.4677,51
Mn,1,446.4680,76
Gd,1,446.4740,70
Eu,2,446.4970,49
Y,1,446.5267,26
Th,2,446.5341,55
Cr,1,446.5349,17
O,2,446.5417,83
Ne,1,446.5654,10
Ti,1,446.5806,60
Pr,2,446.5970,32
Ti,3,446.6078,4
Tm,1,446.6078,33
O,2,446.6241,72
W,1,446.6344,3
As,2,446.6348,92
Bk,1,446.6460,64
C,1,446.6476,80
Gd,2,446.6550,48
Fe,1,446.6551,46
K,2,446.6650,54
Ne,1,446.6812,26
Zr,1,446.6910,46
Gd,1,446.7080,83
Ba,1,446.7091,58
C,1,446.7309,45
Sm,2,446.7340,98
O,2,446.7475,56
Ce,2,446.7540,27
Se,2,446.7600,32
Tb,1,446.7690,57
S,3,446.7716,39
Be,2,446.7780,30
Ac,2,446.7900,8
O,2,446.7921,72
P,2,446.7980,15
Tm,1,446.7983,63
V,1,446.8000,20
Dy,2,446.8140,43
Pm,1,446.8160,22
Ti,2,446.8492,90
Pu,2,446.8540,97
Pr,2,446.8660,93
Ne,2,446.8913,59
La,1,446.8970,46
O,2,446.9373,83
Rb,2,446.9474,86
Co,1,446.9560,21
V,1,446.9703,68
Nb,1,446.9710,42
Tm,1,447.0012,16
Mn,1,447.0140,67
Zr,1,447.0310,46
Ni,1,447.0480,41
Zr,1,447.0560,62
Hg,3,447.0580,70
Ac,2,447.0589,24
Sm,1,447.0890,97
Xe,2,447.0900,39
Xe,3,447.0900,12
Ne,3,447.1040,12
Ti,1,447.1237,63
Ce,2,447.1240,94
Nb,1,447.1290,42
Pm,2,447.1480,54
He,1,447.1480,91
Lu,1,447.1550,35
Ne,2,447.1586,38
Ac,1,447.1811,69
Ca,2,447.2040,21
Na,2,447.2100,26
B,2,447.2101,90
U,2,447.2330,78
Sm,2,447.2430,51
B,3,447.2500,77
Nb,1,447.2530,42
Br,1,447.2609,63
Ce,2,447.2720,59
Na,2,447.2740,21
Mn,1,447.2790,55
Pu,2,447.2790,97
B,2,447.2851,91
Sm,2,447.3020,66
Pm,2,447.3230,76
Er,2,447.3500,22
Ta,1,447.3515,34
Pd,1,447.3586,53
Ho,2,447.3590,20
Y,1,447.3876,43
Ru,1,447.3930,36
V,1,447.4040,19
Gd,1,447.4130,86
As,2,447.4460,64
Mo,1,447.4570,82
Na,2,447.4633,58
V,1,447.4714,43
Ar,2,447.4759,86
Ti,1,447.4852,33
Kr,2,447.5014,98
Re,1,447.5080,23
P,2,447.5260,40
Cl,1,447.5300,20
Ne,1,447.5656,42
Y,1,447.5721,83
Rb,2,447.5993,25
Fe,1,447.6018,26
Ag,1,447.6040,80
Gd,1,447.6120,90
Mg,3,447.6490,65
Be,2,447.6540,39
Bi,2,447.6800,71
Y,1,447.6951,84
Pr,2,447.7260,40
Y,1,447.7442,81
Pm,2,447.7460,54
C,1,447.7472,74
Ho,2,447.7640,59
Br,1,447.7720,77
Mg,3,447.7853,55
O,2,447.7904,47
C,1,447.8319,52
Re,1,447.8390,19
S,3,447.8419,24
Ir,1,447.8480,18
I,1,447.8553,37
Pm,1,447.8580,43
C,1,447.8588,79
Na,2,447.8623,26
Te,2,447.8630,71
Mn,2,447.8635,46
Sm,2,447.8660,75
Na,2,447.8797,58
Gd,2,447.8800,36
C,1,447.8825,74
Mg,3,447.9030,45
Ag,2,447.9120,19
Ca,2,447.9230,12
Ce,2,447.9360,76
Mn,1,447.9400,21
Ti,1,447.9701,35
P,3,447.9776,66
Al,3,447.9892,86
Tm,1,447.9938,9
Al,3,447.9968,87
Ti,3,447.9969,45
F,3,447.9990,69
Lu,1,448.0150,15
Cu,1,448.0350,77
Ti,3,448.0359,4
Na,2,448.0423,38
Ru,1,448.0450,29
Sr,1,448.0507,57
Ti,1,448.0589,9
Xe,2,448.0860,94
Gd,2,448.1060,46
Mg,2,448.1130,98
Ti,1,448.1259,72
Tm,2,448.1260,75
Mg,2,448.1327,95
Tc,1,448.1533,78
Pm,1,448.1600,33
Ba,3,448.1654,80
Na,2,448.1664,58
Ar,2,448.1810,91
Kr,2,448.1850,62
Th,1,448.2169,6
Fe,1,448.2170,40
Rb,2,448.2299,16
Yb,1,448.2420,56
S,2,448.2484,42
Ti,1,448.2687,35
La,3,448.2970,80
Ne,1,448.3190,51
Gd,2,448.3330,37
S,2,448.3429,83
Ce,2,448.3900,76
W,1,448.4188,68
Ca,3,448.4396,38
Y,1,448.4439,46
Ho,2,448.4570,25
Pt,1,448.4687,23
Gd,1,448.4700,56
Os,1,448.4760,9
Ca,3,448.4950,49
Pm,1,448.5050,33
Eu,2,448.5150,2
Ce,3,448.5270,22
S,2,448.5445,32
Be,3,448.5520,10
Xe,2,448.5950,31
La,1,448.6060,46
Ac,1,448.6630,28
S,2,448.6636,62
Th,1,448.6897,26
Gd,1,448.6900,66
Ce,2,448.6910,83
B,3,448.7050,93
Tc,1,448.7061,90
Y,1,448.7279,73
Be,3,448.7300,83
Y,1,448.7460,89
Th,2,448.7495,28
Ac,1,448.7599,55
Na,2,448.7790,38
Cr,1,448.8048,15
Ne,1,448.8093,71
Au,1,448.8250,82
Ti,2,448.8325,13
Ag,2,448.8580,26
Th,2,448.8681,33
V,1,448.8889,68
Ba,1,448.8980,82
Ti,1,448.9088,59
Ca,2,448.9180,23
O,2,448.9462,36
Cr,1,448.9464,21
Tm,2,448.9700,31
Al,2,448.9870,37
Kr,2,448.9880,93
Cl,2,448.9910,53
Lu,3,449.0000,58
Mn,1,449.0080,63
Na,2,449.0162,58
Br,1,449.0419,5
Pm,1,449.0500,34
Tl,2,449.0770,36
Na,2,449.0869,59
Ar,2,449.0981,31
O,2,449.1227,56
Mo,1,449.1279,51
C,2,449.1280,84
Hg,2,449.1552,71
Y,1,449.1740,38
Ne,1,449.1772,37
Ne,1,449.1838,10
Tm,1,449.2001,0
Pm,2,449.2050,66
S,2,449.2269,23
Cr,1,449.2305,25
Y,1,449.2418,34
Rh,1,449.2470,22
Hg,2,449.2831,73
Bi,1,449.3010,54
Tb,1,449.3070,87
La,1,449.3110,47
Po,1,449.3210,88
Th,1,449.3334,97
Ag,2,449.3424,14
Ba,1,449.3638,77
Cs,3,449.3667,68
Ne,1,449.3699,10
Pu,2,449.3780,98
Rb,2,449.3922,75
Si,3,449.4050,24
Na,1,449.4177,60
As,2,449.4230,97
W,1,449.4497,3
La,1,449.4710,47
Ag,2,449.4940,28
Tc,1,449.5027,47
Be,3,449.5090,3
Ir,1,449.5350,7
Ca,3,449.5963,10
Ir,1,449.6030,4
V,1,449.6059,1
Ti,1,449.6145,60
Na,2,449.6150,38
Ti,1,449.6234,38
Er,1,449.6390,58
Pr,2,449.6460,93
Ti,3,449.6510,23
Cs,2,449.6750,58
Cr,1,449.6852,90
Zr,2,449.6970,38
Gd,1,449.7130,81
Gd,1,449.7320,57
Mg,3,449.7566,72
Na,1,449.7658,61
B,3,449.7730,91
Be,3,449.7800,90
Ce,2,449.7850,20
S,2,449.7852,49
Ru,1,449.8140,61
Ar,2,449.8537,5
B,3,449.8560,82
Cr,1,449.8724,30
Pt,1,449.8750,50
Lu,1,449.8850,39
Mn,1,449.8900,71
Ne,2,449.8925,59
Th,1,449.8940,12
La,3,449.9050,88
Sm,1,449.9110,74
Ne,2,449.9117,60
S,3,449.9223,25
P,2,449.9240,41
Pb,3,449.9340,60
Sm,2,449.9480,38
Na,2,449.9615,59
Ca,3,449.9884,83
Pm,2,450.0150,93
Ne,1,450.0182,10
La,1,450.0220,77
Cr,1,450.0278,50
Pr,3,450.0310,81
Pm,1,450.0330,43
Rb,2,450.0686,37
Er,2,450.0750,34
In,2,450.0804,62
Ti,2,450.1270,86
Cs,2,450.1551,95
Mg,3,450.1793,15
Nd,2,450.1808,63
V,1,450.1954,26
Mn,1,450.2220,71
Kr,1,450.2354,98
Ar,2,450.2926,26
Nb,1,450.3040,43
Sm,1,450.3380,62
Xe,3,450.3410,68
Na,2,450.3693,38
Rh,1,450.3780,17
Ba,1,450.4348,20
B,3,450.4810,22
W,1,450.4838,30
Mo,1,450.4901,18
Pu,2,450.4910,99
Sm,2,450.5050,6
Ca,3,450.5131,18
K,2,450.5330,69
Ba,1,450.5924,81
Y,1,450.5948,92
Cu,2,450.5998,11
Gd,1,450.6210,78
Gd,2,450.6330,26
Ce,1,450.6410,79
Br,3,450.6550,63
Nd,2,450.6582,25
Cs,3,450.6721,97
Pm,1,450.6840,22
Cs,2,450.6854,59
Sb,2,450.6920,26
Na,2,450.6972,59
Re,1,450.7040,19
Ti,3,450.7112,37
Zr,1,450.7120,85
Ac,2,450.7200,88
Cu,1,450.7350,68
As,2,450.7659,99
Ne,2,450.8129,60
Rn,1,450.8480,80
S,2,450.8711,12
Ca,3,450.8787,42
Na,2,450.8997,39
Tb,2,450.9040,14
S,2,450.9180,23
Cu,1,450.9374,73
Pm,2,450.9380,13
Am,2,450.9450,98
In,3,450.9580,44
Ru,1,451.0100,21
Pr,2,451.0150,90
Na,2,451.0475,48
Th,2,451.0526,50
Ar,1,451.0733,71
Ho,1,451.0820,65
N,3,451.0910,24
Ta,1,451.0982,81
Ac,2,451.1230,13
In,1,451.1299,99
Sm,1,451.1330,47
Ne,2,451.1420,38
